review_text,review_id,cleaned_review,sentiment_score,sentiment_label
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1922,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
,1923,,,neutral
,1924,,,neutral
"Some scratches were present upon delivery, but it's functional",1925,scratches present upon delivery functional,0.0,neutral
This ladder is compact and easy to carry around,1926,ladder compact easy carry around,0.4404,positive
,1927,,,neutral
The height is just right for cleaning and painting tasks,1928,height right cleaning painting tasks,0.0,neutral
Sturdy and reliable,1929,sturdy reliable,0.0,neutral
The ladder feels a bit shakyNot worth the price,1930,ladder feels bit shakynot worth price,0.2263,positive
The ladder feels a bit shakyNot worth the price,1931,ladder feels bit shakynot worth price,0.2263,positive
"Some scratches were present upon delivery, but it's functional",1932,scratches present upon delivery functional,0.0,neutral
good product,1933,good product,0.4404,positive
The quality is excellent; I feel safe using it,1934,quality excellent feel safe using,0.765,positive
"Good product, works as expected",1935,good product works expected,0.4404,positive
Easy to fold and store. Perfect for my small space!,1936,easy fold store perfect small space,0.765,positive
Not satisfied. Expected better build quality.,1937,not satisfied expected better build quality,-0.5773,negative
"Some scratches were present upon delivery, but it's functional",1938,scratches present upon delivery functional,0.0,neutral
Not happy with the stability; it wobbles a bit,1939,not happy stability wobbles bit,-0.4585,negative
Sturdy and reliable,1940,sturdy reliable,0.0,neutral
The quality is excellent; I feel safe using it,1941,quality excellent feel safe using,0.765,positive
Not happy with the stability; it wobbles a bit,1942,not happy stability wobbles bit,-0.4585,negative
,1943,,,neutral
Not satisfied. Expected better build quality.,1944,not satisfied expected better build quality,-0.5773,negative
Easy to fold and store. Perfect for my small space!,1945,easy fold store perfect small space,0.765,positive
,1946,,,neutral
,1947,,,neutral
This ladder is compact and easy to carry around,1948,ladder compact easy carry around,0.4404,positive
,1949,,,neutral
The height is just right for cleaning and painting tasks,1950,height right cleaning painting tasks,0.0,neutral
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1951,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
Not happy with the stability; it wobbles a bit,1952,not happy stability wobbles bit,-0.4585,negative
The height is just right for cleaning and painting tasks,1953,height right cleaning painting tasks,0.0,neutral
This ladder is compact and easy to carry around,1954,ladder compact easy carry around,0.4404,positive
Not satisfied. Expected better build quality.,1955,not satisfied expected better build quality,-0.5773,negative
good,1956,good,0.4404,positive
Not satisfied. Expected better build quality.,1957,not satisfied expected better build quality,-0.5773,negative
"Very convenient to usePerfect for home projectsGreat height, easy to storeWouldn't recommend thisQuality could be betterAmazing build quality!Lightweight and easy to carryDoes the job, nothing fancyArrived on time, no issuesMissing a few screwsPerfect for cleaning guttersToo short for my needsVersatile and multi-functionalImpressive stabilityPaint chipped after one useHighly recommend this ladderFeels very durableNot suitable for outdoor workAssembly was a bit trickyCompact but sturdyIdeal for professional useCould use better packagingA bit heavier than expectedVery easy to extend and retractLifesaver for painting jobs!Poor customer support experienceLooks good, feels solidHappy with this purchaseOne of the steps is looseGood height for my needsFeels cheap, might not lastPerfect for small spacesVery stable even on uneven surfaces.Not as tall as describedGood grip and slip resistanceA bit overpriced but functionalDoesn't feel safe for heavier usersCompact design is a plusEasy to set up and take down.The hinges feel weakWorks well on hard surfacesDoesn't fit in my storage areaGreat for indoor useLadder locks securely in placeGreat value for money. Works perfectly for outdoor tasks",1958,convenient useperfect home projectsgreat height easy storewouldnt recommend thisquality could betteramazing build qualitylightweight easy carrydoes job nothing fancyarrived time no issuesmissing screwsperfect cleaning gutterstoo short needsversatile multifunctionalimpressive stabilitypaint chipped one usehighly recommend ladderfeels durablenot suitable outdoor workassembly bit trickycompact sturdyideal professional usecould use better packaginga bit heavier expectedvery easy extend retractlifesaver painting jobspoor customer support experiencelooks good feels solidhappy purchaseone steps loosegood height needsfeels cheap might not lastperfect small spacesvery stable even uneven surfacesnot tall describedgood grip slip resistancea bit overpriced functionaldoesnt feel safe heavier userscompact design pluseasy set take downthe hinges feel weakworks well hard surfacesdoesnt fit storage areagreat indoor useladder locks securely placegreat value money works perfectly outdoor tasks,0.9899,positive
