Campaign_Type,Target_Audience,Duration,Ad_Type,Conversion_Rate,Ad_Budget,Reach,Clicks,Impressions,Date
Influencer,Women 25-34,60 days,Daraz,0.02,3076000,996885,44100,772967,3/19/2021
Influencer,Men 18-24,45 days,Instagram,0.1,2061000,1158779,43955,722117,2/4/2021
Influencer,Men 25-34,60 days,Website,0.11,2422000,952136,33141,700590,3/16/2021
Influencer,Women 25-34,45 days,Facebook,0.02,2654000,1071480,32109,771154,9/16/2021
Influencer,Women 35-44,60 days,Daraz,0.13,828000,870490,45752,890051,1/30/2021
Influencer,Women 25-34,30 days,Website,0.09,2888000,1135931,35754,821682,9/14/2021
Influencer,Women 35-44,30 days,Google Ads,0.11,1972000,825662,48289,949658,9/26/2021
Influencer,Women 35-44,30 days,Website,0.02,2714000,921754,46677,794757,5/20/2021
Influencer,Women 25-34,30 days,YouTube,0.09,1563000,997282,49576,748916,1/10/2021
Influencer,All Ages,15 days,Google Ads,0.1,3112000,836810,46441,939945,4/15/2021
Influencer,All Ages,45 days,Instagram,0.12,2614000,1150849,32158,753611,1/13/2021
Influencer,Women 25-34,30 days,Google Ads,0.03,2179000,899856,36934,992789,4/12/2021
Influencer,All Ages,45 days,Daraz,0.03,3202000,959234,43012,862569,12/7/2021
Influencer,Women 25-34,30 days,Website,0.09,2390000,850923,37281,849908,5/4/2021
Influencer,Men 18-24,45 days,Website,0.12,2801000,880973,42739,826310,6/9/2021
Influencer,Women 35-44,15 days,Google Ads,0.06,2520000,866477,35796,990467,6/24/2021
Influencer,Men 25-34,60 days,YouTube,0.04,2555000,937687,41853,830323,6/14/2021
Influencer,All Ages,15 days,Facebook,0.15,2285000,1094024,42687,985351,4/25/2021
Influencer,Women 25-34,30 days,Facebook,0.11,1690000,1099036,30227,757305,3/30/2021
Influencer,Men 18-24,15 days,Instagram,0.08,1765000,931350,40551,740669,1/24/2021
Influencer,Women 25-34,15 days,Website,0.08,1701000,838982,48842,963309,8/19/2021
Influencer,Men 18-24,60 days,Website,0.04,2390000,843418,31569,726528,3/12/2021
Influencer,Men 18-24,15 days,Google Ads,0.09,3156000,987322,46216,781377,11/9/2021
Influencer,Women 35-44,30 days,YouTube,0.13,967000,952191,40324,746174,9/20/2021
Influencer,Women 25-34,45 days,Google Ads,0.01,2245000,1169574,47353,821474,4/22/2021
Influencer,All Ages,60 days,Daraz,0.03,1822000,1035707,43975,710815,7/25/2021
Influencer,Women 35-44,60 days,Facebook,0.02,2499000,948343,40752,914668,11/3/2021
Influencer,Men 25-34,45 days,Instagram,0.04,2665000,1097336,49908,790088,10/11/2021
Influencer,Men 18-24,60 days,YouTube,0.15,2694000,1082798,41802,876366,6/9/2021
Influencer,Women 35-44,15 days,Daraz,0.05,2391000,966104,37448,807510,1/13/2021
Influencer,All Ages,60 days,Google Ads,0.03,2034000,851389,40553,829093,2/23/2021
Influencer,Women 35-44,30 days,Instagram,0.04,1957000,1063199,42439,876337,5/24/2021
Influencer,All Ages,30 days,Website,0.01,1947000,969009,37192,809513,2/10/2021
Influencer,Women 25-34,30 days,Website,0.06,2945000,1052818,31117,905471,8/20/2021
Influencer,Men 18-24,45 days,YouTube,0.02,941000,896499,42724,834561,12/2/2021
Influencer,Men 25-34,15 days,Website,0.02,3123000,876847,34779,931922,9/28/2021
Influencer,Men 18-24,15 days,Instagram,0.08,2904000,824723,35208,825307,8/31/2021
Influencer,All Ages,45 days,Google Ads,0.05,1374000,919907,43608,843655,8/18/2021
Influencer,Men 25-34,30 days,Daraz,0.12,1411000,970002,33105,797429,9/2/2021
Influencer,Women 25-34,30 days,Facebook,0.04,819000,990213,47478,878730,3/28/2021
Influencer,Men 18-24,60 days,Daraz,0.02,2414000,809339,45828,765147,12/19/2021
Influencer,Men 18-24,15 days,Facebook,0.07,1506000,1075983,46666,836595,1/11/2021
Influencer,Men 25-34,45 days,Facebook,0.08,2088000,997442,36497,959557,7/16/2021
Influencer,Women 25-34,30 days,Facebook,0.12,851000,992428,45511,738250,9/28/2021
Influencer,Men 25-34,15 days,Facebook,0.13,1616000,845403,49400,735292,9/22/2021
Influencer,Men 25-34,15 days,Instagram,0.06,2372000,1175444,37828,923095,9/23/2021
Influencer,Men 18-24,45 days,Daraz,0.06,1274000,1092424,42107,962338,6/4/2021
Influencer,Women 25-34,30 days,Website,0.1,1374000,1138532,45249,730490,3/6/2021
Influencer,Men 25-34,30 days,Instagram,0.04,2988000,991830,45489,814859,10/11/2021
Influencer,All Ages,15 days,Daraz,0.1,3120000,1081234,33501,992862,8/5/2021
Influencer,Men 18-24,30 days,Facebook,0.04,2103000,1183241,46674,773226,1/22/2021
Influencer,Men 25-34,60 days,Instagram,0.08,1079000,1194131,42534,854271,1/12/2021
Influencer,Women 25-34,60 days,Facebook,0.07,2150000,823743,32202,922194,5/23/2021
Influencer,Women 25-34,60 days,Daraz,0.08,1594000,930228,41531,959640,3/19/2021
Influencer,Men 18-24,60 days,Website,0.03,1953000,1086071,42073,858119,7/13/2021
Influencer,Women 25-34,45 days,Website,0.05,1862000,1021549,48292,910546,7/14/2021
Influencer,Men 25-34,30 days,Facebook,0.14,999000,1112423,32931,772122,5/30/2021
Influencer,Women 25-34,60 days,YouTube,0.05,1781000,1142430,45759,930019,10/26/2021
Influencer,All Ages,45 days,Facebook,0.02,3018000,1062063,40300,787117,8/25/2021
Influencer,Women 25-34,60 days,Facebook,0.02,2176000,995336,39330,919857,12/3/2021
Influencer,Men 25-34,30 days,Daraz,0.09,1115000,939407,32378,868441,3/7/2021
Influencer,All Ages,15 days,Instagram,0.09,1893000,1075419,43061,885779,2/21/2021
Influencer,Men 18-24,45 days,Daraz,0.05,2713000,1114550,33618,924138,12/3/2021
Influencer,All Ages,45 days,Google Ads,0.11,2401000,1121316,46158,983659,2/8/2021
Influencer,All Ages,60 days,Instagram,0.08,2792000,1004918,32638,850982,5/15/2021
Influencer,Men 18-24,15 days,Google Ads,0.07,3097000,1065909,47644,940082,8/20/2021
Influencer,Women 35-44,15 days,Daraz,0.13,3075000,954018,40618,801206,9/28/2021
Influencer,Women 35-44,45 days,Google Ads,0.04,2469000,1029123,48895,843056,12/10/2021
Influencer,Women 25-34,15 days,YouTube,0.13,895000,1181083,47825,878755,10/12/2021
Influencer,Men 25-34,30 days,YouTube,0.13,1717000,814417,45004,721231,7/15/2021
Influencer,Women 25-34,60 days,Website,0.08,1125000,991559,42383,710371,1/12/2021
Influencer,All Ages,15 days,Website,0.14,2480000,1039234,45478,771643,11/19/2021
Influencer,Men 18-24,45 days,Facebook,0.08,2681000,1060670,36219,742724,6/12/2021
